tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres
tt0013274,movie,Istoriya grazhdanskoy voyny,Istoriya grazhdanskoy voyny,0,2021,94,Documentary
tt0015414,movie,La tierra de los toros,La tierra de los toros,0,2000,60,\N
tt0015724,movie,Dama de noche,Dama de noche,0,1993,102,"Drama,Mystery,Romance"
tt0022064,movie,Lebbra bianca,Lebbra bianca,0,1951,100,Drama
tt0025557,movie,El negro que tenía el alma blanca,El negro que tenía el alma blanca,0,1951,87,"Drama,Musical"
tt0030998,movie,You're Only Young Twice,You're Only Young Twice,0,1952,81,Comedy
tt0031458,movie,El huésped del sevillano,El huésped del sevillano,0,1970,86,Comedy
tt0031603,movie,Made in Germany - Die dramatische Geschichte des Hauses Zeiss,Made in Germany,0,1957,101,"Biography,Drama"
tt0032787,movie,Mi noche triste,Mi noche triste,0,1952,92,"Drama,Musical"
tt0034683,movie,Dramma sul Tevere,Dramma sul Tevere,0,1952,88,Drama
tt0035423,movie,Kate & Leopold,Kate & Leopold,0,2001,118,"Comedy,Fantasy,Romance"
tt0035933,movie,Elephant Fury,Gesprengte Gitter,0,1953,100,"Drama,War"
tt0036247,movie,Padre nuestro,Padre nuestro,0,1953,89,"Drama,Family"
tt0036493,movie,Mystery of the Black Jungle,I misteri della giungla nera,0,1954,80,"Action,Adventure,Mystery"
tt0036574,movie,"January 30, 1945",Der 30. Januar 1945,0,1965,146,Documentary
tt0036606,movie,"Another Time, Another Place","Another Time, Another Place",0,1983,118,"Drama,War"
tt0037483,movie,Augen der Liebe,Augen der Liebe,0,1951,99,Drama
tt0037585,movie,Knights of the Queen,I cavalieri della regina,0,1954,79,Adventure
tt0038020,movie,Relato policíaco,Relato policíaco,0,1954,75,Crime
tt0038066,movie,Il segreto della Sierra Dorada,Il segreto della Sierra Dorada,0,1957,82,Adventure
tt0038089,movie,Siluri umani,Siluri umani,0,1954,87,"Drama,War"
tt0038240,movie,Das Licht der Liebe,Das Licht der Liebe,0,1954,95,Drama
tt0038687,movie,Let There Be Light,Let There Be Light,0,1980,58,"Documentary,War"
tt0039442,movie,"Habla, mudita","Habla, mudita",0,1973,88,Drama
tt0039965,movie,Viva Chihuahua,Viva Chihuahua,0,1961,80,"Comedy,Western"
tt0040140,movie,Aventuras y desventuras de Eduardini,Aventuras y desventuras de Eduardini,0,1952,102,Comedy
tt0040258,movie,El curioso impertinente,El curioso impertinente,0,1953,85,Drama
tt0040559,movie,La macchina ammazzacattivi,La macchina ammazzacattivi,0,1952,80,"Comedy,Fantasy"
tt0040814,movie,Sobresaliente,Sobresaliente,0,1953,90,Comedy
tt0041114,movie,Altura,Altura,0,1954,88,Drama
tt0041131,movie,Arctic Fury,Arctic Fury,0,1951,61,Adventure
tt0041334,movie,Entre barracas,Entre barracas,0,1954,78,Drama
tt0041357,movie,Fiamme sulla laguna,Fiamme sulla laguna,0,1951,82,"Drama,Music,Romance"
tt0041427,movie,The Great Force,Velikaya sila,0,1951,106,Drama
tt0041477,movie,El hombre que veía la muerte,El hombre que veía la muerte,0,1955,71,Fantasy
tt0041596,movie,The Insanities of Tin Tan,Las locuras de Tin-Tan,0,1952,87,Comedy
tt0041688,movie,Nerone e Messalina,Nerone e Messalina,0,1953,106,Drama
tt0041814,movie,La rivale dell'imperatrice,La rivale dell'imperatrice,0,1951,95,Drama
tt0041825,movie,Le rossignol et les cloches,Le rossignol et les cloches,0,1952,92,Musical
tt0041921,movie,A Tale of Five Women,A Tale of Five Cities,0,1951,86,"Drama,Mystery,Romance"
tt0041979,movie,Double Cross,Il tradimento,0,1951,85,"Crime,Drama"
tt0042178,movie,A dos grados del ecuador,A dos grados del ecuador,0,1953,78,Drama
tt0042196,movie,L'amore di Norma,L'amore di Norma,0,1951,89,"Drama,Musical"
tt0042202,movie,That Man from Tangier,Aquel hombre de Tánger,0,1953,82,"Adventure,Comedy,Romance"
tt0042215,movie,¡Ay amor... cómo me has puesto!,¡Ay amor... cómo me has puesto!,0,1951,85,"Comedy,Drama,Romance"
tt0042221,movie,Under the Skies of the Asturias,Bajo el cielo de Asturias,0,1951,79,Drama
tt0042222,movie,Balarrasa,Balarrasa,0,1951,90,"Crime,Drama"
tt0042227,movie,Barbe-Bleue,Barbe-Bleue,0,1951,99,"Comedy,Fantasy,Horror"
tt0042238,movie,Bellezze in bicicletta,Bellezze in bicicletta,0,1951,91,Comedy
tt0042241,movie,Bernard and the Lion,Bertrand coeur de lion,0,1951,99,Comedy
tt0042246,movie,Bibi Fricotin,Bibi Fricotin,0,1951,89,Comedy
tt0042254,movie,Il bivio,Il bivio,0,1951,100,"Crime,Drama"
tt0042257,movie,Blackmailed,Blackmailed,0,1951,85,"Crime,Drama,Thriller"
tt0042269,movie,El bombero atómico,El bombero atómico,0,1952,95,"Comedy,Drama"
tt0042288,movie,Buckaroo Sheriff of Texas,Buckaroo Sheriff of Texas,0,1951,60,Western
tt0042297,movie,Il caimano del Piave,Il caimano del Piave,0,1951,100,"Drama,War"
tt0042305,movie,Canzone di primavera,Canzone di primavera,0,1951,100,Drama
tt0042307,movie,The Black Captain,Il capitano nero,0,1951,92,"Adventure,Drama,History"
tt0042308,movie,Captain Poison,El capitán Veneno,0,1951,85,Comedy
tt0042309,movie,Capitán de rurales,Capitán de rurales,0,1951,90,"Drama,War"
tt0042316,movie,Dear Caroline,Caroline chérie,0,1951,140,Comedy
tt0042329,movie,Chinnamul,Chinnamul,0,1951,117,Drama
tt0042340,movie,The Company She Keeps,The Company She Keeps,0,1951,82,Drama
tt0042341,movie,The Count of Saint Elmo,Il conte di Sant'Elmo,0,1951,92,Drama
tt0042346,movie,Black Crown,La corona negra,0,1951,106,"Drama,Mystery"
tt0042347,movie,Correo del rey,Correo del rey,0,1951,100,"Adventure,History"
tt0042350,movie,Crimen en el entreacto,Crimen en el entreacto,0,1954,85,Crime
tt0042351,movie,Crime and Punishment,Crimen y castigo,0,1951,104,"Crime,Drama"
tt0042353,movie,El Cristo de mi Cabecera,El Cristo de mi Cabecera,0,1951,80,"Drama,War"
tt0042354,movie,The Forbidden Christ,Il Cristo proibito,0,1951,99,"Drama,Mystery,War"
tt0042386,movie,La virgen gitana,La virgen gitana,0,1951,92,"Comedy,Drama,Musical"
tt0042388,movie,Deseada,Deseada,0,1951,85,"Drama,Romance"
tt0042398,movie,Il diavolo in convento,Il diavolo in convento,0,1951,98,Comedy
tt0042407,movie,Miners of the Don,Donetskie shakhtyory,0,1951,108,Drama
tt0042411,movie,Double Crossbones,Double Crossbones,0,1951,76,"Adventure,Comedy,History"
tt0042413,movie,Doña Perfecta,Doña Perfecta,0,1951,97,"Drama,Romance,War"
tt0042419,movie,Due mogli sono troppe,Due mogli sono troppe,0,1951,79,Comedy
tt0042423,movie,The Dungeon of Harrow,The Dungeon of Harrow,0,1962,86,Horror
tt0042429,movie,Edward and Caroline,Édouard et Caroline,0,1951,88,"Comedy,Drama,Romance"
tt0042434,movie,In the Palm of Your Hand,En la palma de tu mano,0,1951,113,"Crime,Drama,Mystery"
tt0042443,movie,Facultad de letras,Facultad de letras,0,1952,70,\N
tt0042446,movie,The Counterfeiters,I falsari,0,1951,90,"Crime,Drama"
tt0042454,movie,Liberated Land,Felszabadult föld,0,1951,110,Drama
tt0042462,movie,El final de una leyenda,El final de una leyenda,0,1951,88,Adventure
tt0042465,movie,Flesh and Blood,Flesh and Blood,0,1951,102,Drama
tt0042470,movie,Sweet Madness,Folie douce,0,1951,90,"Comedy,Musical"
tt0042478,movie,The Franchise Affair,The Franchise Affair,0,1951,88,"Crime,Drama,Mystery"
tt0042479,movie,Eine Frau mit Herz,Eine Frau mit Herz,0,1951,88,Comedy
tt0042486,movie,Frühling auf dem Eis,Frühling auf dem Eis,0,1951,95,"Comedy,Music,Romance"
tt0042499,movie,El gavilán pollero,El gavilán pollero,0,1951,107,"Adventure,Comedy,Drama"
tt0042503,movie,Gesetz ohne Gnade,Gesetz ohne Gnade,0,1951,88,Drama
tt0042516,movie,Gorod zazhigaet ogni,Gorod zazhigaet ogni,0,1958,97,Drama
tt0042525,movie,Grenzstation 58,Grenzstation 58,0,1951,92,Crime
tt0042526,movie,Grounds for Marriage,Grounds for Marriage,0,1951,90,"Comedy,Music,Musical"
tt0042537,movie,Hace cien años,Hace cien años,0,1952,60,\N
tt0042539,movie,Halls of Montezuma,Halls of Montezuma,0,1951,113,"Action,Adventure,Drama"
tt0042558,movie,Historia de dos aldeas,Historia de dos aldeas,0,1951,78,\N
tt0042566,movie,The Law of the Jungle,Hokm al kawi,0,1951,103,Drama
tt0042571,movie,Hombre acosado,Hombre acosado,0,1952,80,Crime
tt0042590,movie,Lucky Nick Cain,I'll Get You for This,0,1951,83,"Crime,Drama"
tt0042601,movie,Io sono il capataz,Io sono il capataz,0,1951,110,Western
tt0042605,movie,Los islas Marias,Las Islas Marías,0,1951,84,Drama
tt0042619,movie,Diary of a Country Priest,Journal d'un curé de campagne,0,1951,115,Drama
tt0042621,movie,"Juliette, or Key of Dreams",Juliette ou La clef des songes,0,1951,106,Drama
tt0042626,movie,Pirates,Kaizoku-sen,0,1951,114,Adventure
tt0042649,movie,Dr. Knock,Knock,0,1951,98,Comedy
tt0042660,movie,Különös házasság,Különös házasság,0,1951,112,Drama
tt0042667,movie,Law of the Badlands,Law of the Badlands,0,1951,59,Western
tt0042672,movie,The Lioness of Castille,La leona de Castilla,0,1951,106,"Drama,History"
tt0042675,movie,Ley del mar,Ley del mar,0,1952,70,Drama
tt0042704,movie,The House on the Dune,La maison dans la dune,0,1952,90,Drama
tt0042706,movie,Malaire,Malaire,0,1952,80,Drama
tt0042717,movie,María Antonia 'La Caramba',María Antonia 'La Caramba',0,1951,90,"Biography,Drama,Musical"
tt0042721,movie,Mau-Mau,Mau-Mau,0,1955,58,"Documentary,Drama"
tt0042737,movie,Miracles Only Happen Once,Les miracles n'ont lieu qu'une fois,0,1951,98,"Drama,Romance,War"
tt0042756,movie,Muchachas de Uniforme,Muchachas de Uniforme,0,1951,83,Drama
tt0042758,movie,La muerte enamorada,La muerte enamorada,0,1951,87,"Comedy,Fantasy,Mystery"
tt0042760,movie,Las mujeres de mi general,Las mujeres de mi general,0,1951,112,"Drama,War"
tt0042781,movie,Native Son,Native Son,0,1951,104,"Drama,Film-Noir"
tt0042785,movie,The New China,Osvobozhdyonnyy Kitay,0,1951,105,Documentary
tt0042803,movie,Olivia,Olivia,0,1951,95,"Comedy,Drama"
tt0042815,movie,Oriental Evil,Oriental Evil,0,1951,64,Drama
tt0042839,movie,Peppino e Violetta,Peppino e Violetta,0,1951,82,"Family,Fantasy"
tt0042842,movie,Behind Closed Shutters,Persiane chiuse,0,1951,90,Drama
tt0042850,movie,Peace Will Win,Pokój zdobedzie swiat,0,1951,90,Documentary
tt0042851,movie,Pool of London,Pool of London,0,1951,85,"Crime,Drama"
tt0042870,movie,The Quiet Woman,The Quiet Woman,0,1951,71,"Crime,Drama"
tt0042878,movie,Rausch einer Nacht,Rausch einer Nacht,0,1951,100,"Drama,Romance"
tt0042881,movie,The Redhead and the Cowboy,The Redhead and the Cowboy,0,1951,82,Western
tt0042900,movie,Rogue River,Rogue River,0,1951,81,"Crime,Drama,Thriller"
tt0042909,movie,The Red Rose,La rose rouge,0,1951,95,Comedy
tt0042910,movie,The Rossiter Case,The Rossiter Case,0,1951,75,"Drama,Mystery"
tt0042923,movie,Without Leaving an Address,...Sans laisser d'adresse,0,1951,90,"Comedy,Drama"
tt0042930,movie,Bountiful Summer,Shchedroe leto,0,1951,87,"Comedy,Drama,Musical"
tt0042933,movie,The Cliff of Sin,La scogliera del peccato,0,1951,94,Drama
tt0042948,movie,Servicio en la mar,Servicio en la mar,0,1951,91,"Drama,War"
tt0042962,movie,Siempre tuya,Siempre tuya,0,1952,90,Drama
tt0042965,movie,El siete machos,El siete machos,0,1951,98,"Comedy,Western"
tt0042988,movie,Under the Paris Sky,Sous le ciel de Paris,0,1951,114,Drama
tt0043011,movie,Andalousie,Andalousie,0,1951,94,Musical
tt0043018,movie,Susana,Susana,0,1951,86,Drama
tt0043020,movie,Séptima página,Séptima página,0,1951,84,Drama
tt0043034,movie,Der Teufel führt Regie,Der Teufel führt Regie,0,1951,86,Drama
tt0043051,movie,To Have and to Hold,To Have and to Hold,0,1951,63,Drama
tt0043056,movie,Torturados,Torturados,0,1952,75,\N
tt0043066,movie,Three Steps North,Three Steps North,0,1951,85,"Crime,Drama,Film-Noir"
tt0043080,movie,Two Lost Worlds,Two Lost Worlds,0,1951,61,"Adventure,Romance,Sci-Fi"
tt0043086,movie,Under the Gun,Under the Gun,0,1951,83,"Crime,Drama,Film-Noir"
tt0043092,movie,Unsterbliche Geliebte,Unsterbliche Geliebte,0,1951,105,Drama
tt0043095,movie,V mirnye dni,V mirnye dni,0,1951,97,"Action,Adventure,War"
tt0043099,movie,La vendedora de fantasías,La vendedora de fantasías,0,1953,97,Comedy
tt0043111,movie,Il voto,Il voto,0,1958,94,Comedy
tt0043114,movie,Vértigo,Vértigo,0,1953,91,Drama
tt0043115,movie,Victims of Sin,Víctimas del pecado,0,1951,90,"Crime,Drama,Musical"
tt0043146,movie,Wonder Boy,The Wonder Kid,0,1951,85,"Comedy,Drama"
tt0043159,movie,The Good Fairy,Zen-ma,0,1951,108,Drama
tt0043164,movie,The Strange Madame X,L'étrange Madame X,0,1951,91,Drama
tt0043250,movie,...ja Helena soittaa,...ja Helena soittaa,0,1951,91,"Drama,Romance"
tt0043251,movie,The 13th Letter,The 13th Letter,0,1951,85,"Film-Noir,Mystery"
tt0043252,movie,91:an Karlssons bravader,91:an Karlssons bravader,0,1951,88,Comedy
tt0043253,movie,A.T.M.: ¡¡A toda máquina!!,A.T.M.: ¡¡A toda máquina!!,0,1951,120,"Comedy,Drama"
tt0043254,movie,Abbiamo vinto!,Abbiamo vinto!,0,1951,84,Comedy
tt0043255,movie,Bud Abbott and Lou Costello Meet the Invisible Man,Bud Abbott and Lou Costello Meet the Invisible Man,0,1951,82,"Comedy,Family,Sci-Fi"
tt0043257,movie,Abilene Trail,Abilene Trail,0,1951,54,Western
tt0043258,movie,Acapulco,Acapulco,0,1952,90,"Comedy,Drama,Romance"
tt0043259,movie,Accidents to the Taxes!!,Accidenti alle tasse!!,0,1951,92,Comedy
tt0043260,movie,According to Mrs. Hoyle,According to Mrs. Hoyle,0,1951,60,"Comedy,Crime,Drama"
tt0043261,movie,Attention! Bandits!,Achtung! Banditi!,0,1951,90,"Drama,War"
tt0043262,movie,Across the Wide Missouri,Across the Wide Missouri,0,1951,78,"Adventure,Drama,Romance"
tt0043263,movie,Fortune in Diamonds,The Adventurers,0,1951,86,Adventure
tt0043264,movie,Adventures of Captain Fabian,Adventures of Captain Fabian,0,1951,100,Adventure
tt0043265,movie,The African Queen,The African Queen,0,1951,105,"Adventure,Drama,Romance"
tt0043266,movie,Matrimonial Agency,Agence matrimoniale,0,1952,109,Comedy
tt0043267,movie,Little Love of My Life,Ahí viene Martín Corona,0,1952,87,"Comedy,Drama,Western"
tt0043268,movie,Beyond Love and Hate,Ai to nikushimi no kanata e,0,1951,107,Drama
tt0043269,movie,Elegy,Aika,0,1951,110,Drama
tt0043270,movie,Air Cadet,Air Cadet,0,1951,94,"Biography,Drama,War"
tt0043271,movie,Story of a Beloved Wife,Aisai monogatari,0,1951,97,"Drama,Romance"
tt0043272,movie,Al Jennings of Oklahoma,Al Jennings of Oklahoma,0,1951,79,Western
tt0043273,movie,Dawn of America,Alba de América,0,1951,112,History
tt0043274,movie,Alice in Wonderland,Alice in Wonderland,0,1951,75,"Adventure,Animation,Comedy"
tt0043275,movie,All That I Have,All That I Have,0,1951,55,Drama
tt0043276,movie,Along the Great Divide,Along the Great Divide,0,1951,88,Western
tt0043277,movie,Der alte Sünder,Der alte Sünder,0,1951,102,Comedy
tt0043278,movie,An American in Paris,An American in Paris,0,1951,114,"Drama,Musical,Romance"
tt0043279,movie,Appointment for Murder,Amo un assassino,0,1951,90,"Crime,Drama,Mystery"
tt0043280,movie,Love I Haven't... But... But,"Amor non ho! Però, però..",0,1951,90,Comedy
tt0043281,movie,Amore e sangue,Amore e sangue,0,1951,86,"Action,Drama"
tt0043283,movie,Andolan,Andolan,0,1951,156,"Drama,History"
tt0043286,movie,Angels in the Outfield,Angels in the Outfield,0,1951,99,"Comedy,Family,Fantasy"
tt0043287,movie,Anna,Anna,0,1951,107,"Drama,Romance"
tt0043288,movie,Anne of the Indies,Anne of the Indies,0,1951,81,"Action,Adventure,Drama"
tt0043289,movie,Antony and Cleopatra,Antony and Cleopatra,0,1951,169,"Drama,History,Romance"
tt0043290,movie,The Blue Pearl,Aoi shinju,0,1951,97,\N
tt0043291,movie,Apache Drums,Apache Drums,0,1951,76,"Action,Adventure,Drama"
tt0043293,movie,Island Rescue,Appointment with Venus,0,1951,87,"Comedy,Drama,War"
tt0043295,movie,Arizona Manhunt,Arizona Manhunt,0,1951,60,Western
tt0043297,movie,Arrivano i nostri,Arrivano i nostri,0,1951,112,Comedy
tt0043298,movie,As You Were,As You Were,0,1951,57,Comedy
tt0043299,movie,As Young as You Feel,As Young as You Feel,0,1951,77,Comedy
tt0043300,movie,Ashura hangan,Ashura hangan,0,1951,86,\N
tt0043301,movie,Assassin for Hire,Assassin for Hire,0,1951,67,"Crime,Mystery"
tt0043303,movie,The Red Inn,L'auberge rouge,0,1951,98,"Comedy,Crime"
tt0043304,movie,Auguri e figli maschi!,Auguri e figli maschi!,0,1951,98,Comedy
tt0043305,movie,Don Juan's Night of Love,Le avventure di Mandrin,0,1952,102,Adventure
tt0043306,movie,Awaara,Awaara,0,1951,193,"Drama,Musical,Romance"
tt0043307,movie,Gamble,Baazi,0,1951,143,"Crime,Drama,Musical"
tt0043309,movie,Bag de røde porte,Bag de røde porte,0,1951,100,"Comedy,Drama,Family"
tt0043310,movie,Bahar,Bahar,0,1951,170,Drama
tt0043311,movie,Bakonja fra Brne,Bakonja fra Brne,0,1951,104,Comedy
tt0043312,movie,The Life of a Horsetrader,Bakurô ichidai,0,1951,113,Drama
tt0043313,movie,Early Summer,Bakushû,0,1951,125,Drama
tt0043317,movie,Bannerline,Bannerline,0,1951,87,"Drama,Music,Romance"
tt0043318,movie,Barco sin rumbo,Barco sin rumbo,0,1952,75,Drama
tt0043319,movie,The Barefoot Mailman,The Barefoot Mailman,0,1951,83,"Adventure,Comedy"
tt0043320,movie,The Basketball Fix,The Basketball Fix,0,1951,65,"Crime,Drama,Film-Noir"
tt0043323,movie,Becsület és dicsöség,Becsület és dicsöség,0,1951,110,"Comedy,Musical"
tt0043325,movie,Bedtime for Bonzo,Bedtime for Bonzo,0,1951,83,"Comedy,Family,Romance"
tt0043327,movie,Behave Yourself!,Behave Yourself!,0,1951,81,"Comedy,Crime"
tt0043329,movie,Belinskiy,Belinskiy,0,1953,102,"Biography,Drama"
tt0043330,movie,Belle Le Grand,Belle Le Grand,0,1951,90,"Drama,Western"
tt0043331,movie,Bellezze a Capri,Bellezze a Capri,0,1951,85,Comedy
tt0043332,movie,Beautiful,Bellissima,0,1951,114,Drama
tt0043335,movie,Best of the Badmen,Best of the Badmen,0,1951,84,Western
tt0043336,movie,La bienamada,La bienamada,0,1951,85,Drama
tt0043337,movie,Biffen och Bananen,Biffen och Bananen,0,1951,95,Comedy
tt0043338,movie,Ace in the Hole,Ace in the Hole,0,1951,111,"Drama,Film-Noir"
tt0043339,movie,The Big Gusher,The Big Gusher,0,1951,68,Adventure
tt0043340,movie,The Big Night,The Big Night,0,1951,75,"Drama,Film-Noir,Thriller"
tt0043343,movie,Bird of Paradise,Bird of Paradise,0,1951,100,"Adventure,Drama,Romance"
tt0043344,movie,The Black Widow,The Black Widow,0,1951,62,"Crime,Drama"
tt0043347,movie,Bluebeard,Blaubart,0,1951,95,"Adventure,Comedy"
tt0043348,movie,Blazing Bullets,Blazing Bullets,0,1951,51,Western
tt0043349,movie,Blue Blood,Blue Blood,0,1951,72,Drama
tt0043350,movie,The Blue Veil,The Blue Veil,0,1951,113,Drama
tt0043351,movie,The Grand Concert,Bolshoy kontsert,0,1951,108,Music
tt0043352,movie,Elephant Stampede,Elephant Stampede,0,1951,71,"Action,Adventure,Crime"
tt0043353,movie,Bonanza Town,Bonanza Town,0,1951,56,Western
tt0043355,movie,The Sleepwalker,Boniface somnambule,0,1951,89,Comedy
tt0043356,movie,Bowery Battalion,Bowery Battalion,0,1951,69,"Action,Comedy"
tt0043357,movie,Boîte de nuit,Boîte de nuit,0,1951,90,Musical
tt0043359,movie,The Brave Bulls,The Brave Bulls,0,1951,106,"Drama,Romance,Sport"
tt0043360,movie,Bride of the Gorilla,Bride of the Gorilla,0,1951,70,"Adventure,Horror"
tt0043361,movie,Bright Victory,Bright Victory,0,1951,97,"Drama,Romance,War"
tt0043362,movie,The Browning Version,The Browning Version,0,1951,90,Drama
tt0043363,movie,Bullfighter and the Lady,Bullfighter and the Lady,0,1951,87,"Drama,Romance,Sport"
tt0043366,movie,Journey to Love,"Buon viaggio, pover'uomo!",0,1953,96,Comedy
tt0043368,movie,Bärande hav,Bärande hav,0,1951,108,Drama
tt0043369,movie,Café Cantante,Café Cantante,0,1951,90,"Drama,Musical"
tt0043370,movie,Call Me Mister,Call Me Mister,0,1951,96,"Musical,Romance"
tt0043371,movie,Callaway Went Thataway,Callaway Went Thataway,0,1951,81,"Comedy,Western"
tt0043372,movie,Calling Bulldog Drummond,Calling Bulldog Drummond,0,1951,80,"Crime,Mystery"
tt0043373,movie,Position Wanted,Cameriera bella presenza offresi...,0,1951,95,Comedy
tt0043375,movie,La canción de La Malibrán,La canción de La Malibrán,0,1951,95,Musical
tt0043377,movie,Canyon Raiders,Canyon Raiders,0,1951,54,Western
tt0043378,movie,Il capitano di Venezia,Il capitano di Venezia,0,1952,90,Drama
tt0043379,movie,Captain Horatio Hornblower,Captain Horatio Hornblower R.N.,0,1951,117,"Action,Adventure,Drama"
tt0043380,movie,Captain Video: Master of the Stratosphere,Captain Video: Master of the Stratosphere,0,1951,287,"Adventure,Sci-Fi"
tt0043382,movie,Doomed,Carcerato,0,1951,94,\N
tt0043383,movie,Casa Manana,Casa Manana,0,1951,73,"Music,Romance"
tt0043385,movie,A Case for PC 49,A Case for PC 49,0,1951,80,"Crime,Drama,Mystery"
tt0043386,movie,Casque d'Or,Casque d'or,0,1952,99,"Crime,Drama,Romance"
tt0043388,movie,Catalina de Inglaterra,Catalina de Inglaterra,0,1951,110,"Drama,History"
tt0043389,movie,Cattle Drive,Cattle Drive,0,1951,77,Western
tt0043390,movie,Cause for Alarm!,Cause for Alarm!,0,1951,74,"Crime,Drama,Film-Noir"
tt0043391,movie,Cavalry Scout,Cavalry Scout,0,1951,78,Western
tt0043392,movie,Cave of Outlaws,Cave of Outlaws,0,1951,76,Western
tt0043393,movie,El ceniciento,El ceniciento,0,1952,95,Comedy
tt0043394,movie,100 Little Mothers,Cento piccole mamme,0,1952,105,Drama
tt0043395,movie,Cerca del cielo,Cerca del cielo,0,1951,95,"Biography,Drama,War"
tt0043396,movie,Chain of Circumstance,Chain of Circumstance,0,1951,68,Drama
tt0043397,movie,Chained for Life,Chained for Life,0,1952,81,"Crime,Drama,Film-Noir"
tt0043399,movie,Cheer the Brave,Cheer the Brave,0,1951,62,Comedy
tt0043401,movie,Chicago Calling,Chicago Calling,0,1951,75,"Drama,Film-Noir,Thriller"
tt0043403,movie,China Corsair,China Corsair,0,1951,76,Adventure
tt0043406,movie,Chucho el remendado,Chucho el remendado,0,1952,85,Comedy
tt0043407,movie,Cielo negro,Cielo negro,0,1951,113,Drama
tt0043408,movie,The Cimarron Kid,The Cimarron Kid,0,1952,84,Western
tt0043409,movie,Circle of Danger,Circle of Danger,0,1951,86,"Drama,Film-Noir,Mystery"
tt0043411,movie,The Emperor and the Golem,Císaruv pekar - Pekaruv císar,0,1952,144,"Comedy,Fantasy"
tt0043412,movie,Four Ways Out,La città si difende,0,1951,84,"Crime,Drama"
tt0043415,movie,Civil a pályán,Civil a pályán,0,1952,102,Comedy
tt0043416,movie,Fugitive in Trieste,Clandestino a Trieste,0,1951,90,"Drama,Romance,War"
tt0043417,movie,Close to My Heart,Close to My Heart,0,1951,90,Drama
tt0043418,movie,Cloudburst,Cloudburst,0,1951,83,"Film-Noir,Mystery"
tt0043423,movie,Colorado Ambush,Colorado Ambush,0,1951,52,Western
tt0043424,movie,Come Fill the Cup,Come Fill the Cup,0,1951,113,Drama
tt0043425,movie,Comin' Round the Mountain,Comin' Round the Mountain,0,1951,77,"Comedy,Musical"
tt0043427,movie,Corky of Gasoline Alley,Corky of Gasoline Alley,0,1951,80,Comedy
tt0043430,movie,Corn's-A-Poppin',Corn's-A-Poppin',0,1955,58,Musical
tt0043432,movie,Crazy Over Horses,Crazy Over Horses,0,1951,65,Comedy
tt0043433,movie,Criminal Lawyer,Criminal Lawyer,0,1951,74,"Action,Crime,Drama"
tt0043434,movie,Crosswinds,Crosswinds,0,1951,95,"Adventure,Crime,Thriller"
tt0043435,movie,Cry Danger,Cry Danger,0,1951,79,"Crime,Drama,Film-Noir"
tt0043436,movie,"Cry, the Beloved Country","Cry, the Beloved Country",0,1951,103,Drama
tt0043437,movie,Cuban Fireball,Cuban Fireball,0,1951,78,"Comedy,Musical,Romance"
tt0043438,movie,Una cubana en España,Una cubana en España,0,1951,69,"Comedy,Musical"
tt0043439,movie,Cuento de hadas,Cuento de hadas,0,1951,81,Comedy
tt0043440,movie,The Naked and the Wicked,Core 'ngrato,0,1951,110,"Drama,Music,Romance"
tt0043441,movie,Cyclone Fury,Cyclone Fury,0,1951,53,Western
tt0043442,movie,Czardas der Herzen,Czardas der Herzen,0,1951,82,Comedy
tt0043443,movie,Die Csardasfürstin,Die Csardasfürstin,0,1951,93,"Musical,Romance"
tt0043444,movie,Cárcel de mujeres,Cárcel de mujeres,0,1951,83,"Crime,Drama"
tt0043445,movie,The Dakota Kid,The Dakota Kid,0,1951,60,Western
tt0043446,movie,The Lady in Black,Die Dame in Schwarz,0,1951,93,Crime
tt0043448,movie,Danger Zone,Danger Zone,0,1951,56,"Crime,Drama,Film-Noir"
tt0043449,movie,La danza del corazón,La danza del corazón,0,1953,75,Musical
tt0043451,movie,Dare ga watashi o sabaku no ka,Dare ga watashi o sabaku no ka,0,1951,99,Drama
tt0043452,movie,The Dark Light,The Dark Light,0,1951,75,Drama
tt0043453,movie,The Dark Man,The Dark Man,0,1951,91,"Crime,Drama,Thriller"
tt0043454,movie,"Darling, How Could You!","Darling, How Could You!",0,1951,96,"Comedy,Romance"
tt0043455,movie,David and Bathsheba,David and Bathsheba,0,1951,116,"Drama,Family,History"
tt0043456,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,1951,92,"Drama,Sci-Fi"
tt0043457,movie,Dear Brat,Dear Brat,0,1951,82,"Comedy,Romance"
tt0043458,movie,Death of a Salesman,Death of a Salesman,0,1951,115,Drama
tt0043459,movie,Decision Before Dawn,Decision Before Dawn,0,1951,119,"Drama,War"
tt0043460,movie,The Right to Be Born,El derecho de nacer,0,1952,90,Drama
tt0043461,movie,The Desert Fox: The Story of Rommel,The Desert Fox: The Story of Rommel,0,1951,88,"Biography,Drama,War"
tt0043462,movie,Desert of Lost Men,Desert of Lost Men,0,1951,54,"Drama,Western"
tt0043463,movie,Destino,Destino,0,1951,84,Drama
tt0043464,movie,Det var en gång en sjöman,Det var en gång en sjöman,0,1951,101,"Adventure,Comedy"
tt0043465,movie,Detective Story,Detective Story,0,1951,103,"Crime,Drama,Film-Noir"
tt0043467,movie,Dicen que soy comunista,Dicen que soy comunista,0,1951,109,"Comedy,Crime,Drama"
tt0043468,movie,The Turkey,Le dindon,0,1951,85,Comedy
