tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,ordering,region,language,types,attributes,isOriginalTitle,decennie,split_genres,averageRating,numVotes
tt0120902,movie,The X Files,The X Files,0,1998,121,"Drama,Mystery,Sci-Fi",11,FR,\N,alternative,\N,0,de 1990 à 2000,Drama,7.0,107415.0
tt0120902,movie,The X Files,The X Files,0,1998,121,"Drama,Mystery,Sci-Fi",11,FR,\N,alternative,\N,0,de 1990 à 2000,Mystery,7.0,107415.0
tt0120902,movie,The X Files,The X Files,0,1998,121,"Drama,Mystery,Sci-Fi",11,FR,\N,alternative,\N,0,de 1990 à 2000,Sci-Fi,7.0,107415.0
tt0120903,movie,X-Men,X-Men,0,2000,104,"Action,Adventure,Sci-Fi",9,FR,\N,\N,\N,0,de 2000 à 2010,Action,7.3,624513.0
tt0120903,movie,X-Men,X-Men,0,2000,104,"Action,Adventure,Sci-Fi",9,FR,\N,\N,\N,0,de 2000 à 2010,Adventure,7.3,624513.0
tt0120903,movie,X-Men,X-Men,0,2000,104,"Action,Adventure,Sci-Fi",9,FR,\N,\N,\N,0,de 2000 à 2010,Sci-Fi,7.3,624513.0
tt0120907,movie,eXistenZ,eXistenZ,0,1999,97,"Horror,Mystery,Sci-Fi",27,FR,\N,\N,\N,0,de 1990 à 2000,Horror,6.8,102894.0
tt0120907,movie,eXistenZ,eXistenZ,0,1999,97,"Horror,Mystery,Sci-Fi",27,FR,\N,\N,\N,0,de 1990 à 2000,Mystery,6.8,102894.0
tt0120907,movie,eXistenZ,eXistenZ,0,1999,97,"Horror,Mystery,Sci-Fi",27,FR,\N,\N,\N,0,de 1990 à 2000,Sci-Fi,6.8,102894.0
tt0120912,movie,Men in Black II,Men in Black II,0,2002,88,"Action,Adventure,Comedy",29,FR,\N,imdbDisplay,\N,0,de 2000 à 2010,Action,6.2,384101.0
tt0120912,movie,Men in Black II,Men in Black II,0,2002,88,"Action,Adventure,Comedy",29,FR,\N,imdbDisplay,\N,0,de 2000 à 2010,Adventure,6.2,384101.0
tt0120912,movie,Men in Black II,Men in Black II,0,2002,88,"Action,Adventure,Comedy",29,FR,\N,imdbDisplay,\N,0,de 2000 à 2010,Comedy,6.2,384101.0
tt0120913,movie,Titan A.E.,Titan A.E.,0,2000,94,"Action,Adventure,Animation",9,FR,\N,imdbDisplay,\N,0,de 2000 à 2010,Action,6.6,62321.0
tt0120913,movie,Titan A.E.,Titan A.E.,0,2000,94,"Action,Adventure,Animation",9,FR,\N,imdbDisplay,\N,0,de 2000 à 2010,Adventure,6.6,62321.0
